Title	Description	Transcription	Contributor Note	Notes	Subject (tgm)	Subject Name	Subject Geographic	Subject Topical	Creator	Finding Aid	Collection in Repository	Collection Number	Location in Collection	Object	Container type	filename	Alternative Title	Contributor	Creation Date	Date	Subject Topical Other	Coordinates	geonamesid	Digital Collection	Usage Rights	Copyright Holder	Additional Display	Caption	Title Note	Sponsor	Related Resource	Author Chief Source	Publisher	Place of Publication	Cataloging Agency	Is Part Of	Has Part Of	Form	Resource Type	Medium	Condition	Language	Physical Description of Analog Original	Creator Nationality/Culture	Style/Period	Volume/Issue	Scale	Projection	Map Type	Map Details	Current Location	Local Identifier	Creator Identifier	Search by Decade	Pagination	Sort Me	StreamingFile	Date created	Date modified
The Maidan Vogue	A woman is showing off her support for Viktor Yushchenko by wearing a bright, almost illuminating orange coat and purse. A man in an army outfit is walking behind her, smoking a cigarette.				Coats; Purses; Women; Night photographs; Clothing & dress; Cigarettes;		Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0007: Central Independence Square events: Fashion, November-December 2004: Digital image 034	digfolder	60001_df0007_034.tif			2004	2 December 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														DSC06315.jpg					2014-07-31	2015-02-05
Concert at Maĭdan Nezalez︠h︡nosti	A concert hosted by a political action committee "We Will Save Ukraine."	Banner reads: Збережемо Україну			Banners; Stage lighting; Stages (Platforms); Musicians; Guitars;		Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0001: Central Independence Square events: Protesters and Signs, November-December 2004: Digital image: 092	digfolder	60001_df0001_092.tif			2004	4 December 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														DSC06385.JPG					2014-07-31	2015-11-20
[Duplicate- Folder 0007 Fashion]			Valenki: ridiculing the propaganda that the revolution was financed by U.S. (valenki are produced only in Russia).				Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0001: Central Independence Square events: Protesters and Signs, November-December 2004: Digital image: 189	digfolder	60001_df0001_189.tif			2004	10 December 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														00018 (3).tif					2014-07-31	2015-11-20
Protestors in front of Ukrainian Supreme Council building	Five men are posing for a picture in front of the Supreme Council building. They are all wearing a variety of orange colored things such as vests, scarves, ribbons, bandannas, and jackets.				Hats; Snow; Architecture; Facades; Men; Coats;		Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0001: Central Independence Square events: Protesters and Signs, November-December 2004: Digital image: 197	digfolder	60001_df0001_197.tif			2004	11 December 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														00030.bmp					2014-07-31	2015-11-20
Happy little protestor	Many children came out to Maidan to participate in the revolution. This young girl is excitedly holding up an orange flag demonstrating support for the presidential candidate Viktor Yushchenko. The flagpole seems to be covered in orange ribbons and the girl is wearing an orange ribbon herself.				Children; Flags; Ribbons; Night photographs;		Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0007: Central Independence Square events: Fashion, November-December 2004: Digital image 068	digfolder	60001_df0007_068.tif			2004	10 December 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														00003.tif					2014-07-31	2015-02-05
Maidan is supported by the elderly	An older, handicapped woman is walking down the street. She is wearing an orange Yushchenko poncho.				Crutches; Older people;		Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0007: Central Independence Square events: Fashion, November-December 2004: Digital image 102	digfolder	60001_df0007_102.tif			2004	10 December 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														00029 (2).tif					2014-07-31	2015-03-27
Evening Maidan crowds	During the evening thousands of people showed up at Maĭdan Nezalez︠h︡nosti to support their favorite presidential candidate. They wore warm clothing, incorporating Yushchenko paraphernalia into their outfit. Some wore Yushchenko flags as scarves, others as capes; some even made headbands out of them.	Sticker reads: Вірю. Знаю. Можемо. Ющенко-президент!			Night photographs; Crowds; Capes (Clothing); Scarves; Headbands (Headgear); Ribbons; Facades;		Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0007: Central Independence Square events: Fashion, November-December 2004: Digital image 004	digfolder	60001_df0007_004.tif			2004	27 November 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														DSC06003.JPG					2014-07-31	2015-03-27
Little girl drawing at Maidan	A little girl is drawing at one of the arts and crafts benches that were set up for children to make personalized Orange Revolution posters at Maidan Nezalezhnosti. Her hat and coat represent Ukrainian flag colors.				Children; Arts & crafts; Coats;		Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0008: Central Independence Square events: Celebrations, November-December 2004: Digital image 29	digfolder	60001_df0008_29.tif			2004	10 December 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														00010.tif					2014-07-31	2014-11-21
Suvorov Military School	Men dressed in military uniforms are standing in line. Attached to their uniforms are orange arm bands with a Ukrainian flag and the letters SVU, which stand for Suvorov Military School.				Military uniforms;  Military academies;		Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0001: Central Independence Square events: Protesters and Signs, November-December 2004: Digital image: 130	digfolder	60001_df0001_130.tif			2004	6 December 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														DSC06498.JPG					2014-07-31	2015-11-20
Crowds on jumbotron	Some of the Maĭdan Nezalez︠h︡nosti crowds are being shown on the jumbotron. Orange and Ukrainian flags wave in the air above the crowds.				Activists; Flags; Protests; Political parades & rallies; Crowds; Ribbons; Presidents; Televisions; Communication; Communication devices; Dissenters; Stages (Platforms);		Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0002: Central Independence Square events: Speakers, November-December 2004: Digital image 17	digfolder	60001_df0002_017.tif			2004	10 December 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														00030 (4).tif					2014-07-31	2016-01-21
Protesters rallying on Vokzal'na Street	Yushchenko and Yanukovych supporters are rallying on Vokzal'na Street near the Central Terminal of the Kyiv Passenger Railway Station. Several protesters have climbed onto a platform erected next to a large parking zone sign. Several are wearing orange clothing, plastic ponchos, or orange ribbons in support of Yushchenko. A white and blue banner in support of Yanukovych is displayed next to an orange flag in support of Yushchenko and a Ukrainian flag. Two women in hooded winter coats in the foreground are facing the camera. Some high-rise apartment buildings are visible in the background.	The blue and white Yanukovych banner reads: "За Януковича! Вибiр 2004" (For Yanukovych! The choice for 2004.) The orange Yushchenko flags read: Вiрю Знаю Можемо. Так! (I believe, I know, we can. Yes!)			Political parades & rallies; Banners; Flags; Parking; Activists; Protests; Capes (Clothing);		Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine);		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0001: Central Independence Square events: Protesters and Signs, November-December 2004: Digital image: 001	digfolder	60001_df0001_001.tif			2004	27 November 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														DSC05906.JPG					2014-07-31	2015-11-20
